Recipe ID,Recipe Name,All Ingredients,All Ingredients,Instructions,Key Ingredients,Servings,Practical Serving,Carbs,Protein,Fat,Fiber,Energy,Maximum Quantity,Cal/serving,Calculation,Easy to order?,Easy to carry?,Easy to cook?,Time to cook?,Flavour,Category,Macro Category,Base,Theme,Can be given in,Heavy Light,Diet Pref,Allergen,Can't be given in,"Country
Availability","Dish
Nationality",Tier,Cuisine,"Seasonality
(Availability)",Temperature,Commonality,Excite Level,,,Quantity per serving (in gms),Is Measured in?,Weight of measured amount,Carbs/100gm,Protein/100gm,Fat/100gm,Fiber/100gm,Energy/100gm
49278677-5f28-41ba-aba5-793bd1f49d15,Dhapate,"{""Jowar / Sorghum Flour: 1/4 cup"",""Wheat Flour: 1 tbsp"",""Besan / Gram Flour: 1 tbsp"",""Garlic: 1 clove (freshly crushed or minced)"",""Sesame Seeds: 1/2 tsp (optional)"",""Cumin Seeds: 1/2 tsp (or cumin powder)"",""Ajwain / Carom Seeds: 1/4 tsp (optional)"",""Turmeric Powder: 1/4 tsp"",""Red Chilli Powder: 1/4 tsp (adjust to taste, or substitute with cayenne pepper)"",""Onion: 1 tbsp (finely chopped)"",""Cilantro: 1 tbsp (chopped)"",""Salt: To taste"",""Oil: For cooking""}","Jowar / Sorghum Flour: 1/4 cup
Wheat Flour: 1 tbsp
Besan / Gram Flour: 1 tbsp
Garlic: 1 clove (freshly crushed or minced)
Sesame Seeds: 1/2 tsp (optional)
Cumin Seeds: 1/2 tsp (or cumin powder)
Ajwain / Carom Seeds: 1/4 tsp (optional)
Turmeric Powder: 1/4 tsp
Red Chilli Powder: 1/4 tsp (adjust to taste
 or substitute with cayenne pepper)
Onion: 1 tbsp (finely chopped)
Cilantro: 1 tbsp (chopped)
Salt: To taste
Oil: For cooking",,"Jowar Flour - 30'g
Whole Wheat Flour - 1'tbsp
Besan - 1'tbsp
Onion - 1'tbsp
Oil - 2'tsp",1,1 dhapate,43.43,8.02,12.39,7.17,317.43,2.00,317.4,"jowar flour → direct: 30g | jowar flour → Carbs: 22.98, Protein: 2.52, Fat: 0.99, Fiber: 2.85, Energy: 111.09 | whole wheat flour → 1'tbsp = 15g | whole wheat flour → Carbs: 10.8, Protein: 1.98, Fat: 0.38, Fiber: 1.7, Energy: 54.48 | besan → 1'tbsp = 15g | besan → Carbs: 8.67, Protein: 3.36, Fat: 1, Fiber: 2.25, Energy: 57.17 | onion → 1'tbsp = 15g | onion → Carbs: 0.98, Protein: 0.17, Fat: 0.02, Fiber: 0.37, Energy: 4.7 | oil → 2'tsp = 10g | oil → Carbs: 0, Protein: 0, Fat: 10, Fiber: 0, Energy: 90",,,,,,Roti,,,,,,,,,,,,,,,,,"Jowar Flour
Whole Wheat Flour
Besan
Onion
Oil","30'g
1'tbsp
1'tbsp
1'tbsp
2'tsp",,Numbers,75gm,57.91,10.69,16.52,9.56,423.24
495dda40-2029-492a-a7a2-9a4c364a941d,Jaun Roti,"{""Barley Flour (Jaun) - 2/3 small bowl"",""Whole Wheat Flour - 1/3 small bowl"",""Water - as required""}","Barley Flour (Jaun) - 2/3 small bowl
Whole Wheat Flour - 1/3 small bowl
Water - as required",,"Barley Flour - 80'g
Whole Wheat Flour - 45'g",2,2 rotis,92,14.34,2.41,13.83,447.04,3.00,223.5,"barley flour → direct: 80g | barley flour → Carbs: 59.6, Protein: 8.4, Fat: 1.28, Fiber: 8.72, Energy: 283.6 | whole wheat flour → direct: 45g | whole wheat flour → Carbs: 32.4, Protein: 5.94, Fat: 1.13, Fiber: 5.11, Energy: 163.44",,0,Medium,Medium,,Roti,Breads,Barley,,,,Vegan,"Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,0,,"Barley Flour
Whole Wheat Flour","80'g
45'g",,Numbers,90gm,51.11,7.97,1.34,7.68,248.36
49a00e5c-50a4-4a26-871e-7287d57780f3,"Stuffed Wheat Bran Parantha (Except Aalu, Paneer)","{""Wheat Flour: 2 cups"",""Wheat Bran: 1/4 cup"",""Water: as needed for dough"",""Optional Filling (choose one):"",""Onion: 1, finely chopped"",""Grated Gobhi (Cauliflower): 1 cup"",""Grated Mooli (Radish): 1 cup"",""Grated Broccoli: 1 cup"",""Note: Hypothyroidism patients should avoid gobhi and broccoli"",""Green Chili: 1, finely chopped"",""Ginger: 1.5 inch, grated"",""Salt: to taste"",""Dried Mango Powder (or Chaat Masala): 1 tsp"",""Carom Seeds (Ajwain): 1 tsp"",""Turmeric Powder: 1/3 tsp"",""Kitchen King Masala: 1/2 tsp"",""Fresh Coriander Leaves: 10 g, chopped""}","Wheat Flour: 2 cups
Wheat Bran: 1/4 cup
Water: as needed for dough
Optional Filling (choose one):
Onion: 1
 finely chopped
Grated Gobhi (Cauliflower): 1 cup
Grated Mooli (Radish): 1 cup
Grated Broccoli: 1 cup
Note: Hypothyroidism patients should avoid gobhi and broccoli
Green Chili: 1
 finely chopped
Ginger: 1.5 inch
 grated
Salt: to taste
Dried Mango Powder (or Chaat Masala): 1 tsp
Carom Seeds (Ajwain): 1 tsp
Turmeric Powder: 1/3 tsp
Kitchen King Masala: 1/2 tsp
Fresh Coriander Leaves: 10 g
 chopped",,"Whole Wheat Flour - 240'g
Bran - 15'g
Cabbage - 90'g
Oil - 2'tsp",5,1 Stuffed paratha,187.7,35.19,16.74,29.75,1041.73,2.00,208.3,"whole wheat flour → direct: 240g | whole wheat flour → Carbs: 172.8, Protein: 31.68, Fat: 6, Fiber: 27.26, Energy: 871.68 | bran → direct: 15g | bran → Carbs: 9.68, Protein: 2.34, Fat: 0.65, Fiber: 0, Energy: 53.78 | cabbage → direct: 90g | cabbage → Carbs: 5.22, Protein: 1.17, Fat: 0.09, Fiber: 2.48, Energy: 26.28 | oil → 2'tsp = 10g | oil → Carbs: 0, Protein: 0, Fat: 10, Fiber: 0, Energy: 90",,,,,,Paratha,,,,,,,,,,,,,,,,,"Whole Wheat Flour
Bran
Cabbage
Oil","240'g
15'g
90'g
2'tsp",,Numbers,90gm,41.71,7.82,3.72,6.61,231.50
49c38047-1108-4927-8eb0-2afc5960104c,Banana Mishti Doi,"{""1 banana (peeled and chopped)"",""3 cups milk"",""3 teaspoons curd""}","1 banana (peeled and chopped)
3 cups milk
3 teaspoons curd",,"Banana - 1
Milk - 3'cup
Curd - 3'tsp",3,1 Cup,65.11,27.32,8.35,2.61,442.34,1.00,147.4,"banana → 1 × 118g = 118g | banana → Carbs: 26.9, Protein: 1.3, Fat: 0.35, Fiber: 2.61, Energy: 116.47 | milk → 3'cup = 750g | milk → Carbs: 37.5, Protein: 25.5, Fat: 7.5, Fiber: 0, Energy: 316.5 | curd → 3'tsp = 15g | curd → Carbs: 0.71, Protein: 0.53, Fat: 0.5, Fiber: 0, Energy: 9.38",,,,,,Dessert,,,,,,,,,,,,,,,,,"Banana
Milk
Curd","1
3'cup
3'tsp",,Cup,250ml,8.68,3.64,1.11,0.35,58.98
49d5fe90-f50c-478c-aee0-1a379a5d0d57,Carrot Fries,"{""Black Pepper - 1/4 tsp"",""Carrot - 4"",""Cumin Powder - 1/2 tsp"",""Garlic Powder - 1/2 tsp"",""Oil - 1 tsp""}","Black Pepper - 1/4 tsp
Carrot - 4
Cumin Powder - 1/2 tsp
Garlic Powder - 1/2 tsp
Oil - 1 tsp",,"Carrot - 4
Oil - 1'tsp",2,1/2 Cup,15.86,2.44,5,10.96,118.2,1.00,59.1,"carrot → 4 × 61g = 244g | carrot → Carbs: 15.86, Protein: 2.44, Fat: 0, Fiber: 10.96, Energy: 73.2 | oil → 1'tsp = 5g | oil → Carbs: 0, Protein: 0, Fat: 5, Fiber: 0, Energy: 45",,0,Hard,High,,Snack,Meal,Carrot,,,,Vegan,"Gluten free, Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,2,,"Carrot
Oil","4
1'tsp",,Katori,100gm,7.93,1.22,2.50,5.48,59.10
4a0c2b02-1052-4a62-a226-fc2cf66d0432,Moong Dal Soup,"{""Moong Dal - 1 cup"",""Cumin Powder - 1 tsp"",""Green Chilli - 2"",""Ginger - 0.5 tsp"",""Water - 2 cup"",""Salt - 2 tsp"",""Turmeric Powder - 1 tsp"",""Paprika - 1 tsp"",""Lemon - 1"",""Coriander - 1 tsp"",""Seed Mix - 0.5""}","Moong Dal - 1 cup
Cumin Powder - 1 tsp
Green Chilli - 2
Ginger - 0.5 tsp
Water - 2 cup
Salt - 2 tsp
Turmeric Powder - 1 tsp
Paprika - 1 tsp
Lemon - 1
Coriander - 1 tsp
Seed Mix - 0.5",,"Moong Dal - 200'g
Seed Mix - 0.5'tbsp",2.5,1 medium bowl (200 ml),125.25,47.85,2.51,0,713.91,1.50,285.6,"moong dal → direct: 200g | moong dal → Carbs: 125.2, Protein: 47.8, Fat: 2.4, Fiber: 0, Energy: 712.6 | seed mix → 0.5'tbsp = 7.5g | seed mix → Carbs: 0.05, Protein: 0.05, Fat: 0.11, Fiber: 0, Energy: 1.31",,0,Medium,High,,Heavy Soup,Soup/Dal,Moong Dal,,,,Vegan,"Gluten free, Lactose free, Nuts Free, Mushroom free",,Both,,Both,,Winter,,0,,"Moong Dal
Seed Mix","200'g
0.5'tbsp",,Bowl,250ml,20.04,7.66,0.40,0.00,114.23
4a28111b-73cb-4734-a64a-2d28c9d9b3bb,Cocoa And Oat Cookie,"{""Oats - 3 cup"",""Whole wheat flour - 3 tbsp"",""Cocoa Powder - 6 tbsp"",""Milk/Almond Milk /Plant based Milk - 1 cup"",""Honey - 6 tbsp"",""Butter - 3 tsp""}","Oats - 3 cup
Whole wheat flour - 3 tbsp
Cocoa Powder - 6 tbsp
Milk/Almond Milk /Plant based Milk - 1 cup
Honey - 6 tbsp
Butter - 3 tsp",,"Oats - 240'g
Whole Wheat Flour - 3'tbsp
Cocoa Powder - 6'tbsp
Milk - 1'cup
Honey - 6'tbsp
Butter - 3'tsp",14,1 Cookie,330.31,73.04,44.68,5.11,2013.95,2.00,143.9,"oats → direct: 240g | oats → Carbs: 159.12, Protein: 40.56, Fat: 16.56, Fiber: 0, Energy: 947.28 | whole wheat flour → 3'tbsp = 45g | whole wheat flour → Carbs: 32.4, Protein: 5.94, Fat: 1.13, Fiber: 5.11, Energy: 163.44 | cocoa powder → 6'tbsp = 90g | cocoa powder → Carbs: 52.11, Protein: 17.64, Fat: 12.33, Fiber: 0, Energy: 389.97 | milk → 1'cup = 250g | milk → Carbs: 12.5, Protein: 8.5, Fat: 2.5, Fiber: 0, Energy: 105.5 | honey → 6'tbsp = 90g | honey → Carbs: 74.16, Protein: 0.27, Fat: 0, Fiber: 0, Energy: 297.72 | butter → 3'tsp = 15g | butter → Carbs: 0.02, Protein: 0.14, Fat: 12.17, Fiber: 0, Energy: 110.04",,,,,,Snack,,,,,,,,,,,,,,,,,"Oats
Whole Wheat Flour
Cocoa Powder
Milk
Honey
Butter","240'g
3'tbsp
6'tbsp
1'cup
6'tbsp
3'tsp",,Numbers,43gm,54.87,12.13,7.42,0.85,334.54
4a8ef53e-272b-4314-ad3c-7e9036174dc6,Ghiya And Onion Stuffed Oats Roti,"{""1/4 small bowl whole wheat flour"",""1/4 small bowl oats flour"",""1 medium-sized onion (shredded)"",""1/4 small bowl (25 g) bottle gourd (ghiya) (shredded)"",""1/4 small bowl (30-40 ml) hot water (or as required)"",""1/2 tsp salt (or as per taste)"",""1/4 tsp ajwain"",""1/4 tsp cumin powder"",""1 tsp garam masala"",""1/4 tsp black pepper powder"",""1 green chili (finely chopped)"",""1 tsp olive oil""}","1/4 small bowl whole wheat flour
1/4 small bowl oats flour
1 medium-sized onion (shredded)
1/4 small bowl (25 g) bottle gourd (ghiya) (shredded)
1/4 small bowl (30-40 ml) hot water (or as required)
1/2 tsp salt (or as per taste)
1/4 tsp ajwain
1/4 tsp cumin powder
1 tsp garam masala
1/4 tsp black pepper powder
1 green chili (finely chopped)
1 tsp olive oil",,"Whole Wheat Flour - 30'g
Oats Flour - 25'g
Onion - 1
Bottle Gourd - 30'g
Oil - 1'tsp",1.5,1 Stuufed  Roti,48.8,9.47,8.18,9.97,306.65,2.00,204.4,"whole wheat flour → direct: 30g | whole wheat flour → Carbs: 21.6, Protein: 3.96, Fat: 0.75, Fiber: 3.41, Energy: 108.96 | oats flour → direct: 25g | oats flour → Carbs: 16.43, Protein: 3.68, Fat: 2.28, Fiber: 2.25, Energy: 100.88 | onion → 1 × 150g = 150g | onion → Carbs: 9.75, Protein: 1.65, Fat: 0.15, Fiber: 3.68, Energy: 46.95 | bottle gourd → direct: 30g | bottle gourd → Carbs: 1.02, Protein: 0.18, Fat: 0, Fiber: 0.63, Energy: 4.86 | oil → 1'tsp = 5g | oil → Carbs: 0, Protein: 0, Fat: 5, Fiber: 0, Energy: 45",,0,Hard,High,,Paratha,Breads,Wheat,,,,Vegan,"Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,0,,"Whole Wheat Flour
Oats Flour
Onion
Bottle Gourd
Oil","30'g
25'g
1
30'g
1'tsp",,Numbers,100gm,32.53,6.31,5.45,6.65,204.43
4aa95d1b-e3ed-4f58-a117-35fd12981b24,Bread Poha,"{""4 slices of brown bread"",""1 cup onion, chopped"",""1/2 cup tomato, chopped"",""1/2 cup peas"",""2 green chilies, chopped"",""1/4 tsp turmeric powder"",""1/2 tsp mustard seeds"",""1/2 tsp cumin seeds"",""1 sprig curry leaves"",""Salt to taste"",""2 tbsp oil"",""Fresh coriander leaves for garnish"",""Lemon juice to taste""}","4 slices of brown bread
1 cup onion
 chopped
1/2 cup tomato
 chopped
1/2 cup peas
2 green chilies
 chopped
1/4 tsp turmeric powder
1/2 tsp mustard seeds
1/2 tsp cumin seeds
1 sprig curry leaves
Salt to taste
2 tbsp oil
Fresh coriander leaves for garnish
Lemon juice to taste",,"Brown Bread - 4 
Onion - 130'g
Tomato - 90'g
Peas - 75'g
Oil - 1'tbsp",2.5,1 bowl,95.61,20.37,32.85,17.52,759.48,2.00,303.8,"brown bread → 4 × 40g = 160g | brown bread → Carbs: 78.4, Protein: 14.08, Fat: 2.24, Fiber: 8, Energy: 390.08 | onion → direct: 130g | onion → Carbs: 8.45, Protein: 1.43, Fat: 0.13, Fiber: 3.19, Energy: 40.69 | tomato → direct: 90g | tomato → Carbs: 3.51, Protein: 0.81, Fat: 0.18, Fiber: 1.59, Energy: 18.81 | peas → direct: 75g | peas → Carbs: 5.25, Protein: 4.05, Fat: 0.3, Fiber: 4.74, Energy: 39.9 | oil → 2'tbsp = 30g | oil → Carbs: 0, Protein: 0, Fat: 30, Fiber: 0, Energy: 270",,0,Easy,Medium,,Cereal,Porridge,Wheat,,,,Vegan,"Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,1,,"Brown Bread
Onion
Tomato
Peas
Oil","4
130'g
90'g
75'g
1'tbsp",,Medium Bowl,200gm,19.12,4.07,6.57,3.50,151.90
4ac8c540-d2a8-46cd-9558-5a405f964273,Jowar Puff,"{""1 cup jowar (sorghum) grains"",""1 tsp oil (optional)"",""Salt to taste""}","1 cup jowar (sorghum) grains
1 tsp oil (optional)
Salt to taste",,"Jowar - 160'g
Oil - 1'tsp",5.5,1 Cup puff,108.29,15.95,7.77,16.35,566.92,1.50,103.1,"jowar → direct: 160g | jowar → Carbs: 108.29, Protein: 15.95, Fat: 2.77, Fiber: 16.35, Energy: 521.92 | oil → 1'tsp = 5g | oil → Carbs: 0, Protein: 0, Fat: 5, Fiber: 0, Energy: 45",,,,,,Snack,,,,,,,,,,,,,,,,,"Jowar
Oil","160'g
1'tsp",,Cup,250gm,7.88,1.16,0.57,1.19,41.23
4b21eb3e-40cd-4a8d-a85b-2bd6abb6da25,Moong Sprouts,"{""Moong sprouts- 1 cup"",""Onion- 1"",""Tomato- 1"",""Cucucmber- 1"",""Capsicum- 1"",""Carrot- 1"",""Coriander mint chutney- 1.5 tsp"",""Black pepper- 1/2 tsp"",""Salt- As per taste"",""Amchur powder- 1/4 tsp"",""Chilli powder- 1/4 tsp"",""Lemon juice- 1tsp""}","Moong sprouts- 1 cup
Onion- 1
Tomato- 1
Cucucmber- 1
Capsicum- 1
Carrot- 1
Coriander mint chutney- 1.5 tsp
Black pepper- 1/2 tsp
Salt- As per taste
Amchur powder- 1/4 tsp
Chilli powder- 1/4 tsp
Lemon juice- 1tsp",,"Moong Sprouts - 80'g
Onion - 1
Tomato - 1
Cucumber - 1
Capsicum - 1
Carrot - 1",2,1 medium bowl (150-200 gm),30.61,8.16,0.96,19.1,162.42,1.25,81.2,"moong sprouts → direct: 80g | moong sprouts → Carbs: 4.72, Protein: 2.4, Fat: 0.16, Fiber: 2.4, Energy: 30 | onion → 1 × 150g = 150g | onion → Carbs: 9.75, Protein: 1.65, Fat: 0.15, Fiber: 3.68, Energy: 46.95 | tomato → 1 × 123g = 123g | tomato → Carbs: 4.8, Protein: 1.11, Fat: 0.25, Fiber: 2.18, Energy: 25.71 | cucumber → 1 × 200g = 200g | cucumber → Carbs: 4.4, Protein: 1.2, Fat: 0.4, Fiber: 4.3, Energy: 24.8 | capsicum → 1 × 119g = 119g | capsicum → Carbs: 2.98, Protein: 1.19, Fat: 0, Fiber: 3.81, Energy: 16.66 | carrot → 1 × 61g = 61g | carrot → Carbs: 3.97, Protein: 0.61, Fat: 0, Fiber: 2.74, Energy: 18.3",,1,Medium,Medium,,Salad,Salad,Sprouts,,,,Vegan,"Gluten free, Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,0,,"Moong Sprouts
Onion
Tomato
Cucumber
Capsicum
Carrot","80'g
1
1
1
1
1",,Medium Bowl,200gm,7.65,2.04,0.24,4.78,40.61
4b732624-c5d2-4021-a113-1403ab7bac3d,Chocolate Milk,"{""Low Fat Milk - 1 Glass (200 ml)"",""Unsweetened Cocoa Powder - 1 tsp"",""Dates - 2 (overnight soaked)""}","Low Fat Milk - 1 Glass (200 ml)
Unsweetened Cocoa Powder - 1 tsp
Dates - 2 (overnight soaked)",,"Milk - 200'ml
Dates - 2
Unsweetened cocoa powder - 1'tsp",1,1 glass,26.22,8.23,2.76,2.83,152.26,2.00,152.3,"milk → 200'ml = 200g | milk → Carbs: 10, Protein: 6.8, Fat: 2, Fiber: 0, Energy: 84.4 | dates → 2 × 9g = 18g | dates → Carbs: 13.5, Protein: 0.45, Fat: 0.07, Fiber: 1.17, Energy: 56.41 | unsweetened cocoa powder → 1'tsp = 5g | unsweetened cocoa powder → Carbs: 2.72, Protein: 0.98, Fat: 0.69, Fiber: 1.66, Energy: 11.45",,0,Easy,Low,,Flavoured Milk,Milk/tea/coffee,Milk,,,,Vegetarian,"Gluten free, Nuts Free, Mushroom free",,India,,Both,,All Season,,2,,"Milk
Dates
Unsweetened cocoa powder","200'ml
2
1'tsp",,Glass,200ml,13.11,4.12,1.38,1.42,76.13
4bfd3ece-689b-496e-a3ba-9e6cc8540092,Egg White Pav Bhaji,"{""Pav - 4"",""Eggs (boiled) - 4"",""Ginger and garlic paste - 1 tsp"",""Tomato puree - 2 cups"",""Peas - 1 cup"",""Onions - 30 gm"",""Oil - 1 tbsp"",""Salt - as per taste"",""Turmeric - 1/2 tsp"",""Red Chilli Powder - 1/2 tsp"",""Pav Bhaji Masala - 1/2 tbsp"",""Coriander leaves - 2 tsp"",""(Optional) Butter - 1 tsp"",""Water - 1/2 cup""}","Pav - 4
Eggs (boiled) - 4
Ginger and garlic paste - 1 tsp
Tomato puree - 2 cups
Peas - 1 cup
Onions - 30 gm
Oil - 1 tbsp
Salt - as per taste
Turmeric - 1/2 tsp
Red Chilli Powder - 1/2 tsp
Pav Bhaji Masala - 1/2 tbsp
Coriander leaves - 2 tsp
(Optional) Butter - 1 tsp
Water - 1/2 cup",,"Pav - 4
Egg - 4
Oil - 1'tbsp
Butter - 1'tsp
Onion - 30'g
Tomato puree - 2'cup
Peas - 130'g",3,2 pav + bhaji,126.51,53.3,44.28,18.45,1085.97,1.00,362.0,"pav → 4 × 35g = 140g | pav → Carbs: 69.16, Protein: 12.46, Fat: 4.62, Fiber: 0, Energy: 368.34 | egg → 4 × 50g = 200g | egg → Carbs: 1.4, Protein: 25.2, Fat: 19, Fiber: 0, Energy: 277.4 | oil → 1'tbsp = 15g | oil → Carbs: 0, Protein: 0, Fat: 15, Fiber: 0, Energy: 135 | butter → 1'tsp = 5g | butter → Carbs: 0.01, Protein: 0.05, Fat: 4.06, Fiber: 0, Energy: 36.68 | onion → direct: 30g | onion → Carbs: 1.95, Protein: 0.33, Fat: 0.03, Fiber: 0.74, Energy: 9.39 | tomato puree → 2'cup = 500g | tomato puree → Carbs: 44.9, Protein: 8.25, Fat: 1.05, Fiber: 9.5, Energy: 190 | peas → direct: 130g | peas → Carbs: 9.1, Protein: 7.02, Fat: 0.52, Fiber: 8.22, Energy: 69.16",,0,Hard,High,,Heavy Meal,Meal,Egg,,,,Eggitarian,"Lactose free, Nuts Free, Mushroom free",,Both,,Both,,All Season,,1,,"Pav
Egg
Oil
Butter
Onion
Tomato puree
Peas","4
4
1'tbsp
1'tsp
30'g
2'cup
130'g",,Medium Bowl,300gm,14.06,5.92,4.92,2.05,120.66
4c0ba041-25ef-4265-a8f5-4521752556fc,Muskmelon Smoothie,"{""1/2 cup (75 g) of musk melon (chopped)"",""2 teaspoons of instant oats"",""1 teaspoon of cardamom powder"",""1/2 cup of ice cubes"",""(Optional) 1 teaspoon of seed mix""}","1/2 cup (75 g) of musk melon (chopped)
2 teaspoons of instant oats
1 teaspoon of cardamom powder
1/2 cup of ice cubes
(Optional) 1 teaspoon of seed mix",,"Musk melon - 80'g
Oats - 2'tsp
Seed mix  - 1'tsp",1,1 Cup,13.22,2.36,0.92,1.21,70.5,1.00,70.5,"musk melon → direct: 80g | musk melon → Carbs: 6.56, Protein: 0.64, Fat: 0.16, Fiber: 1.21, Energy: 30.16 | oats → 2'tsp = 10g | oats → Carbs: 6.63, Protein: 1.69, Fat: 0.69, Fiber: 0, Energy: 39.47 | seed mix → 1'tsp = 5g | seed mix → Carbs: 0.03, Protein: 0.03, Fat: 0.07, Fiber: 0, Energy: 0.87",,0,Easy,Low,,Smoothie,Shake/smoothie,Musk Melon,,,,Vegetarian,"Gluten free, Nuts Free, Mushroom free",,Both,,Both,,Summer,,0,,"Musk melon
Oats
Seed mix","80'g
2'tsp
1'tsp",,Cup,250gm,5.29,0.94,0.37,0.48,28.20
4c15206d-e207-48e7-a2de-93dd4017bd5a,Hung Curd,"{""Curd - 100 g""}",Curd - 100 g,,Curd - 100'g,1,3 tbsp,4.7,3.5,3.3,0,62.5,3.00,62.5,"curd → direct: 100g | curd → Carbs: 4.7, Protein: 3.5, Fat: 3.3, Fiber: 0, Energy: 62.5",,,,,,Spread,,,,,,,,,,,,,,,,,Curd,100'g,,Tbsp,15gm,31.33,23.33,22.00,0.00,416.67
4c235238-a287-49b1-a381-184b16e071d5,Basanti Pulao,"{""1 cup brown or unpolished rice"",""1 3/4 cups water"",""2 tablespoons vegetable oil"",""1 onion, thinly sliced"",""1/2 cup mixed vegetables (peas, carrots, and beans)"",""1/2 teaspoon cumin seeds"",""1 bay leaf"",""2-3 green cardamom pods"",""2-3 cloves"",""1 cinnamon stick"",""A pinch of saffron strands (soaked in 2 tablespoons of warm milk)"",""Salt to taste"",""A few cashews or almonds (optional for garnish)"",""Fresh coriander leaves for garnish"",""Spice Mix:"",""1/2 teaspoon turmeric powder"",""1/2 teaspoon cumin powder"",""1/2 teaspoon coriander powder"",""1/4 teaspoon red chili powder (adjust to taste)""}","1 cup brown or unpolished rice
1 3/4 cups water
2 tablespoons vegetable oil
1 onion
 thinly sliced
1/2 cup mixed vegetables (peas
 carrots
 and beans)
1/2 teaspoon cumin seeds
1 bay leaf
2-3 green cardamom pods
2-3 cloves
1 cinnamon stick
A pinch of saffron strands (soaked in 2 tablespoons of warm milk)
Salt to taste
A few cashews or almonds (optional for garnish)
Fresh coriander leaves for garnish
Spice Mix:
1/2 teaspoon turmeric powder
1/2 teaspoon cumin powder
1/2 teaspoon coriander powder
1/4 teaspoon red chili powder (adjust to taste)",,"Brown rice - 195'g
Vegetable oil - 2'tbsp
Peas - 25'g
Carrot - 20'g
Beans - 20'g

",4.5,1.5 Cup,157.24,17.58,36.53,12.68,1022.7,2.00,227.3,"brown rice → direct: 195g | brown rice → Carbs: 148.79, Protein: 14.63, Fat: 6.24, Fiber: 8.62, Energy: 709.8 | vegetable oil → 2'tbsp = 30g | vegetable oil → Carbs: 0, Protein: 0, Fat: 29.99, Fiber: 0, Energy: 264.6 | peas → direct: 25g | peas → Carbs: 1.75, Protein: 1.35, Fat: 0.1, Fiber: 1.58, Energy: 13.3 | carrot → direct: 20g | carrot → Carbs: 1.3, Protein: 0.2, Fat: 0, Fiber: 0.9, Energy: 6 | beans → direct: 20g | beans → Carbs: 5.4, Protein: 1.4, Fat: 0.2, Fiber: 1.58, Energy: 29",,,,,,Rice,,,,,,,,,,,,,,,,,"Brown rice
Vegetable oil
Peas
Carrot
Beans","195'g
2'tbsp
25'g
20'g
20'g",,Katori,200gm,17.47,1.95,4.06,1.41,113.63
4c55a598-17c7-4ff9-95b8-1b7306948e3e,Bombay Sandwich,"{""Multigrain bread slices: 4"",""Boiled potatoes: 1, sliced"",""Cucumber: 1, thinly sliced"",""Tomato: 1, thinly sliced"",""Onion: 1, thinly sliced"",""Olive oil spray: minimal for toasting"",""Salt: as per taste"",""Black pepper: as per taste"",""Chaat masala: 1 tsp"",""For Curd Mint Coriander Spread:"",""Greek yogurt/Curd: 1/2 cup"",""Mint leaves: 1/4 cup"",""Coriander leaves: 1/4 cup"",""Anardana (dried pomegranate seeds): 1 tsp"",""Green chili: 1"",""Salt: as per taste""}","Multigrain bread slices: 4
Boiled potatoes: 1
 sliced
Cucumber: 1
 thinly sliced
Tomato: 1
 thinly sliced
Onion: 1
 thinly sliced
Olive oil spray: minimal for toasting
Salt: as per taste
Black pepper: as per taste
Chaat masala: 1 tsp
For Curd Mint Coriander Spread:
Greek yogurt/Curd: 1/2 cup
Mint leaves: 1/4 cup
Coriander leaves: 1/4 cup
Anardana (dried pomegranate seeds): 1 tsp
Green chili: 1
Salt: as per taste",,"Multigrain bread - 4
Potato - 1
Curd - 0.5'cup
Cucumber - 1
Tomato - 1
Onion - 1",2,1 Sandwich,123.92,33.28,11.86,24.9,733.88,1.00,366.9,"multigrain bread → 4 × 40g = 160g | multigrain bread → Carbs: 69.34, Protein: 21.38, Fat: 6.77, Fiber: 11.84, Energy: 424 | potato → 1 × 170g = 170g | potato → Carbs: 29.75, Protein: 3.57, Fat: 0.17, Fiber: 2.91, Energy: 134.3 | curd → 0.5'cup = 125g | curd → Carbs: 5.88, Protein: 4.38, Fat: 4.13, Fiber: 0, Energy: 78.13 | cucumber → 1 × 200g = 200g | cucumber → Carbs: 4.4, Protein: 1.2, Fat: 0.4, Fiber: 4.3, Energy: 24.8 | tomato → 1 × 123g = 123g | tomato → Carbs: 4.8, Protein: 1.11, Fat: 0.25, Fiber: 2.18, Energy: 25.71 | onion → 1 × 150g = 150g | onion → Carbs: 9.75, Protein: 1.65, Fat: 0.15, Fiber: 3.68, Energy: 46.95",,,,,,Sandwich,,,,,,,,,,,,,,,,,"Multigrain bread
Potato
Curd
Cucumber
Tomato
Onion","4
1
0.5'cup
1
1
1",,Numbers,300gm,20.65,5.55,1.98,4.15,122.31
